0	0.875	1.092	0.98
1	0.932	1.114	1.081
2	0.975	1.133	1.41
3	1.033	1.16	1.493
4	1.055	1.163	1.737
5	1.057	1.168	1.922
6	1.074	1.182	2.012
7	1.088	1.189	2.116
8	1.095	1.196	2.14
9	1.111	1.204	2.162
10	1.143	1.205	2.32
11	1.144	1.211	2.467
12	1.147	1.244	2.504
13	1.148	1.252	2.641
14	1.149	1.286	2.715
15	1.181	1.299	2.863
16	1.183	1.303	2.931
17	1.207	1.32	2.933
18	1.237	1.327	3.085
19	1.245	1.333	3.118
20	1.252	1.36	3.127
21	1.257	1.361	3.15
22	1.278	1.37	3.163
23	1.308	1.375	3.272
24	1.314	1.395	3.325
25	1.318	1.408	3.4
26	1.32	1.494	5.069
27	1.342	1.527	9.05
28	1.345	1.543	9.12
29	1.358	1.551	9.42
30	1.371	1.592	9.436
31	1.407	1.653	9.471
32	1.441	1.678	9.507
33	1.454	1.69	9.507
34	1.465	1.726	9.554
35	1.497	1.757	9.637
36	1.506	1.764	9.667
37	1.511	1.783	10.021
38	1.521	1.806	10.253
39	1.607	1.811	10.322
40	1.614	1.828	10.366
41	1.615	1.836	10.371
42	1.621	1.842	10.447
43	1.628	1.86	10.482
44	1.631	1.875	10.544
45	1.641	1.879	10.545
46	1.645	1.882	10.669
47	1.649	1.917	10.708
48	1.797	1.951	10.807
49	2.13	2.035	10.987
