"forwarding graph"       8.851
"disjoint edge"            2.226
"loop free"                     0.747
"blackhole"                0.33


"Round 70"                      "Time (ms)"
"forwarding graph"       8.799
"disjoint edge"            2.562
"loop free"                     0.722
"blackhole"                0.343


"Round 71"                      "Time (ms)"
"forwarding graph"       1.987
"disjoint edge"            1.613
"loop free"                     0.717
"blackhole"                0.325


"Round 72"                      "Time (ms)"
"forwarding graph"       9.162
"disjoint edge"            1.715
"loop free"                     1.293
"blackhole"                0.348


"Round 73"                      "Time (ms)"
"forwarding graph"       10.213
"disjoint edge"            2.234
"loop free"                     0.847
"blackhole"                0.354


"Round 74"                      "Time (ms)"
"forwarding graph"       1.032
"disjoint edge"            9.978
"loop free"                     1.233
"blackhole"                0.527


"Round 75"                      "Time (ms)"
"forwarding graph"       1.032
"disjoint edge"            9.215
"loop free"                     1.421
"blackhole"                0.529


"Round 76"                      "Time (ms)"
"forwarding graph"       9.076
"disjoint edge"            2.222
"loop free"                     0.778
"blackhole"                0.361


"Round 77"                      "Time (ms)"
"forwarding graph"       8.972
"disjoint edge"            1.891
"loop free"                     0.839
"blackhole"                0.33


"Round 78"                      "Time (ms)"
"forwarding graph"       9.123
"disjoint edge"            2.575
"loop free"                     1.164
"blackhole"                0.528


"Round 79"                      "Time (ms)"
"forwarding graph"       10.668
"disjoint edge"            1.816
"loop free"                     0.678
"blackhole"                0.3


"Round 80"                      "Time (ms)"
"forwarding graph"       8.642
"disjoint edge"            1.468
"loop free"                     0.802
"blackhole"                0.355


"Round 81"                      "Time (ms)"
"forwarding graph"       8.923
"disjoint edge"            2.224
"loop free"                     0.756
"blackhole"                0.344


"Round 82"                      "Time (ms)"
"forwarding graph"       9.127
"disjoint edge"            2.516
"loop free"                     0.999
"blackhole"                0.34


"Round 83"                      "Time (ms)"
"forwarding graph"       9.098
"disjoint edge"            3.365
"loop free"                     0.753
"blackhole"                0.297


"Round 84"                      "Time (ms)"
"forwarding graph"       8.608
"disjoint edge"            1.795
"loop free"                     0.744
"blackhole"                0.32


"Round 85"                      "Time (ms)"
"forwarding graph"       9.192
"disjoint edge"            1.787
"loop free"                     0.77
"blackhole"                0.334


"Round 86"                      "Time (ms)"
"forwarding graph"       8.617
"disjoint edge"            1.973
"loop free"                     0.76
"blackhole"                0.489


"Round 87"                      "Time (ms)"
"forwarding graph"       8.382
"disjoint edge"            1.476
"loop free"                     0.31
"blackhole"                0.347


"Round 88"                      "Time (ms)"
"forwarding graph"       8.951
"disjoint edge"            2.479
"loop free"                     0.847
"blackhole"                0.352


"Round 89"                      "Time (ms)"
"forwarding graph"       8.637
"disjoint edge"            1.512
"loop free"                     0.822
"blackhole"                0.303


"Round 90"                      "Time (ms)"
"forwarding graph"       8.541
"disjoint edge"            1.769
"loop free"                     0.72
"blackhole"                0.345


"Round 91"                      "Time (ms)"
"forwarding graph"       9.03
"disjoint edge"            2.481
"loop free"                     1.231
"blackhole"                0.536


"Round 92"                      "Time (ms)"
"forwarding graph"       9.609
"disjoint edge"            2.335
"loop free"                     0.885
"blackhole"                0.362


"Round 93"                      "Time (ms)"
"forwarding graph"       1.106
"disjoint edge"            8.972
"loop free"                     0.823
"blackhole"                0.305


"Round 94"                      "Time (ms)"
"forwarding graph"       9.113
"disjoint edge"            2.292
"loop free"                     0.794
"blackhole"                0.328


"Round 95"                      "Time (ms)"
"forwarding graph"       9.01
"disjoint edge"            1.395
"loop free"                     0.756
"blackhole"                0.281


"Round 96"                      "Time (ms)"
"forwarding graph"       9.243
"disjoint edge"            3.046
"loop free"                     0.867
"blackhole"                0.315


"Round 97"                      "Time (ms)"
"forwarding graph"       1.505
"disjoint edge"            2.039
"loop free"                     0.802
"blackhole"                0.342


"Round 98"                      "Time (ms)"
"forwarding graph"       9.06
"disjoint edge"            2.524
"loop free"                     1.104
"blackhole"                0.359


"Round 99"                      "Time (ms)"
"forwarding graph"       9.197
"disjoint edge"            2.188
"loop free"                     0.76
"blackhole"                0.355


"Round 100"                      "Time (ms)"
"forwarding graph"       9.568
"disjoint edge"            2.525
"loop free"                     0.766
"blackhole"                0.356


"Round 101"                      "Time (ms)"
"forwarding graph"       8.615
"disjoint edge"            1.443
"loop free"                     0.693
"blackhole"                0.32


"Round 102"                      "Time (ms)"
"forwarding graph"       9.021
"disjoint edge"            2.131
"loop free"                     0.758
"blackhole"                0.297


"Round 103"                      "Time (ms)"
"forwarding graph"       8.951
"disjoint edge"            2.763
"loop free"                     0.84
"blackhole"                0.308


"Round 104"                      "Time (ms)"
"forwarding graph"       9.075
"disjoint edge"            2.421
"loop free"                     0.855
"blackhole"                0.585


"Round 105"                      "Time (ms)"
"forwarding graph"       9.372
"disjoint edge"            1.878
"loop free"                     0.809
"blackhole"                0.353


"Round 106"                      "Time (ms)"
"forwarding graph"       8.476
"disjoint edge"            1.314
"loop free"                     0.711
"blackhole"                0.287


"Round 107"                      "Time (ms)"
"forwarding graph"       1.389
"disjoint edge"            2.301
"loop free"                     0.985
"blackhole"                0.331


"Round 108"                      "Time (ms)"
"forwarding graph"       9.028
"disjoint edge"            2.146
"loop free"                     0.952
"blackhole"                0.393


"Round 109"                      "Time (ms)"
"forwarding graph"       9.158
"disjoint edge"            2.249
"loop free"                     0.934
"blackhole"                0.429


"Round 110"                      "Time (ms)"
"forwarding graph"       0.972
"disjoint edge"            9.424
"loop free"                     1.164
"blackhole"                0.46


"Round 111"                      "Time (ms)"
"forwarding graph"       9.122
"disjoint edge"            2.336
"loop free"                     0.819
"blackhole"                0.386


"Round 112"                      "Time (ms)"
"forwarding graph"       8.883
"disjoint edge"            1.41
"loop free"                     0.7
"blackhole"                0.374


"Round 113"                      "Time (ms)"
"forwarding graph"       8.963
"disjoint edge"            2.047
"loop free"                     0.715
"blackhole"                0.345


"Round 114"                      "Time (ms)"
"forwarding graph"       1.05
"disjoint edge"            9.4
"loop free"                     1.19
"blackhole"                0.526


"Round 115"                      "Time (ms)"
"forwarding graph"       9.158
"disjoint edge"            2.672
"loop free"                     0.821
"blackhole"                0.305


"Round 116"                      "Time (ms)"
"forwarding graph"       9.59
"disjoint edge"            2.372
"loop free"                     0.787
"blackhole"                0.358


"Round 117"                      "Time (ms)"
"forwarding graph"       8.506
"disjoint edge"            1.744
"loop free"                     0.72
"blackhole"                0.343


"Round 118"                      "Time (ms)"
"forwarding graph"       9.021
"disjoint edge"            2.744
"loop free"                     0.872
"blackhole"                0.345


"Round 119"                      "Time (ms)"
"forwarding graph"       1.027
"disjoint edge"            9.547
"loop free"                     0.799
"blackhole"                0.357


"Round 120"                      "Time (ms)"
"forwarding graph"       9.036
"disjoint edge"            2.211
"loop free"                     0.803
"blackhole"                0.29


"Round 121"                      "Time (ms)"
"forwarding graph"       9.165
"disjoint edge"            2.536
"loop free"                     0.745
"blackhole"                0.349


"Round 122"                      "Time (ms)"
"forwarding graph"       9.209
"disjoint edge"            2.061
"loop free"                     0.767
"blackhole"                0.329


"Round 123"                      "Time (ms)"
"forwarding graph"       8.853
"disjoint edge"            1.72
"loop free"                     0.742
"blackhole"                0.298


"Round 124"                      "Time (ms)"
"forwarding graph"       8.665
"disjoint edge"            1.728
"loop free"                     0.769
"blackhole"                0.285


"Round 125"                      "Time (ms)"
"forwarding graph"       9.414
"disjoint edge"            1.654
"loop free"                     0.772
"blackhole"                0.354


"Round 126"                      "Time (ms)"
"forwarding graph"       9.74
"disjoint edge"            2.487
"loop free"                     0.753
"blackhole"                0.337


"Round 127"                      "Time (ms)"
"forwarding graph"       9.089
"disjoint edge"            2.646
"loop free"                     0.789
"blackhole"                0.332


"Round 128"                      "Time (ms)"
"forwarding graph"       8.92
"disjoint edge"            2.593
"loop free"                     1.241
"blackhole"                0.528


"Round 129"                      "Time (ms)"
"forwarding graph"       9.17
"disjoint edge"            1.83
"loop free"                     0.801
"blackhole"                0.332


"Round 130"                      "Time (ms)"
"forwarding graph"       9.115
"disjoint edge"            2.187
"loop free"                     0.804
"blackhole"                0.329


"Round 131"                      "Time (ms)"
"forwarding graph"       9.437
"disjoint edge"            2.526
"loop free"                     0.724
"blackhole"                0.331


"Round 132"                      "Time (ms)"
"forwarding graph"       9.645
"disjoint edge"            1.821
"loop free"                     1.114
"blackhole"                0.494


"Round 133"                      "Time (ms)"
"forwarding graph"       8.678
"disjoint edge"            1.895
"loop free"                     0.832
"blackhole"                0.305


"Round 134"                      "Time (ms)"
"forwarding graph"       8.991
"disjoint edge"            2.257
"loop free"                     0.775
"blackhole"                0.299


"Round 135"                      "Time (ms)"
"forwarding graph"       9.05
"disjoint edge"            2.208
"loop free"                     0.758
"blackhole"                0.298


"Round 136"                      "Time (ms)"
"forwarding graph"       8.869
"disjoint edge"            2.469
"loop free"                     0.848
"blackhole"                0.348


"Round 137"                      "Time (ms)"
"forwarding graph"       1.679
"disjoint edge"            1.621
"loop free"                     0.682
"blackhole"                0.326


"Round 138"                      "Time (ms)"
"forwarding graph"       9.276
"disjoint edge"            1.758
"loop free"                     0.72
"blackhole"                0.331


"Round 139"                      "Time (ms)"
"forwarding graph"       10.341
"disjoint edge"            2.753
"loop free"                     0.784
"blackhole"                0.394


"Round 140"                      "Time (ms)"
"forwarding graph"       9.038
"disjoint edge"            2.283
"loop free"                     0.783
"blackhole"                0.298


"Round 141"                      "Time (ms)"
"forwarding graph"       8.602
"disjoint edge"            1.792
"loop free"                     0.779
"blackhole"                0.357


"Round 142"                      "Time (ms)"
"forwarding graph"       9.077
"disjoint edge"            2.718
"loop free"                     0.753
"blackhole"                0.372


"Round 143"                      "Time (ms)"
"forwarding graph"       1.079
"disjoint edge"            9.382
"loop free"                     0.825
"blackhole"                0.313


"Round 144"                      "Time (ms)"
"forwarding graph"       10.144
"disjoint edge"            1.989
"loop free"                     0.678
"blackhole"                0.303


"Round 145"                      "Time (ms)"
"forwarding graph"       9.192
"disjoint edge"            2.345
"loop free"                     0.823
"blackhole"                0.411


"Round 146"                      "Time (ms)"
"forwarding graph"       9.506
"disjoint edge"            1.959
"loop free"                     1.179
"blackhole"                0.539


"Round 147"                      "Time (ms)"
"forwarding graph"       8.94
"disjoint edge"            3.026
"loop free"                     1.342
"blackhole"                0.364


"Round 148"                      "Time (ms)"
"forwarding graph"       9.592
"disjoint edge"            2.34
"loop free"                     0.818
"blackhole"                0.301


"Round 149"                      "Time (ms)"
"forwarding graph"       1.531
"disjoint edge"            2.116
"loop free"                     0.772
"blackhole"                0.32


"Round 150"                      "Time (ms)"
"forwarding graph"       9.022
"disjoint edge"            2.295
"loop free"                     0.799
"blackhole"                0.382


"Round 151"                      "Time (ms)"
"forwarding graph"       10.163
"disjoint edge"            2.717
"loop free"                     1.291
"blackhole"                0.49


"Round 152"                      "Time (ms)"
"forwarding graph"       7.317
"disjoint edge"            3.497
"loop free"                     1.243
"blackhole"                0.48


"Round 153"                      "Time (ms)"
"forwarding graph"       9.652
"disjoint edge"            2.444
"loop free"                     0.855
"blackhole"                0.368


"Round 154"                      "Time (ms)"
"forwarding graph"       10.145
"disjoint edge"            2.887
"loop free"                     1.492
"blackhole"                0.363


"Round 155"                      "Time (ms)"
"forwarding graph"       9.291
"disjoint edge"            1.738
"loop free"                     0.798
"blackhole"                0.328


"Round 156"                      "Time (ms)"
"forwarding graph"       1.05
"disjoint edge"            9.381
"loop free"                     1.248
"blackhole"                0.536


"Round 157"                      "Time (ms)"
"forwarding graph"       8.911
"disjoint edge"            1.445
"loop free"                     0.74
"blackhole"                0.311


"Round 158"                      "Time (ms)"
"forwarding graph"       9.049
"disjoint edge"            2.722
"loop free"                     1.167
"blackhole"                0.365


"Round 159"                      "Time (ms)"
"forwarding graph"       8.947
"disjoint edge"            2.26
"loop free"                     0.856
"blackhole"                0.316


"Round 160"                      "Time (ms)"
"forwarding graph"       9.035
"disjoint edge"            1.945
"loop free"                     0.708
"blackhole"                0.295


"Round 161"                      "Time (ms)"
"forwarding graph"       9.304
"disjoint edge"            2.171
"loop free"                     0.822
"blackhole"                0.307


"Round 162"                      "Time (ms)"
"forwarding graph"       8.607
"disjoint edge"            1.727
"loop free"                     0.773
"blackhole"                0.335


"Round 163"                      "Time (ms)"
"forwarding graph"       1.334
"disjoint edge"            1.991
"loop free"                     0.731
"blackhole"                0.371


"Round 164"                      "Time (ms)"
"forwarding graph"       8.808
"disjoint edge"            2.441
"loop free"                     1.047
"blackhole"                0.542


"Round 165"                      "Time (ms)"
"forwarding graph"       8.92
"disjoint edge"            1.94
"loop free"                     0.756
"blackhole"                0.295


"Round 166"                      "Time (ms)"
"forwarding graph"       8.701
"disjoint edge"            1.834
"loop free"                     0.765
"blackhole"                0.296


"Round 167"                      "Time (ms)"
"forwarding graph"       8.888
"disjoint edge"            2.946
"loop free"                     0.762
"blackhole"                0.347


"Round 168"                      "Time (ms)"
"forwarding graph"       9.57
"disjoint edge"            2.139
"loop free"                     0.744
"blackhole"                0.297


"Round 169"                      "Time (ms)"
"forwarding graph"       8.36
"disjoint edge"            1.423
"loop free"                     0.3
"blackhole"                0.315


"Round 170"                      "Time (ms)"
"forwarding graph"       8.628
"disjoint edge"            1.688
"loop free"                     0.713
"blackhole"                0.382


"Round 171"                      "Time (ms)"
"forwarding graph"       9.176
"disjoint edge"            2.868
"loop free"                     0.818
"blackhole"                0.357


"Round 172"                      "Time (ms)"
"forwarding graph"       9.03
"disjoint edge"            2.214
"loop free"                     0.79
"blackhole"                0.358


"Round 173"                      "Time (ms)"
"forwarding graph"       9.164
"disjoint edge"            2.226
"loop free"                     0.78
"blackhole"                0.37


"Round 174"                      "Time (ms)"
"forwarding graph"       1.202
"disjoint edge"            9.46
"loop free"                     0.798
"blackhole"                0.349


"Round 175"                      "Time (ms)"
"forwarding graph"       8.976
"disjoint edge"            2.298
"loop free"                     1.153
"blackhole"                0.532


"Round 176"                      "Time (ms)"
"forwarding graph"       8.932
"disjoint edge"            2.444
"loop free"                     0.746
"blackhole"                0.364


"Round 177"                      "Time (ms)"
"forwarding graph"       8.603
"disjoint edge"            1.315
"loop free"                     0.477
"blackhole"                0.347


"Round 178"                      "Time (ms)"
"forwarding graph"       8.634
"disjoint edge"            1.805
"loop free"                     0.799
"blackhole"                0.314


"Round 179"                      "Time (ms)"
"forwarding graph"       9.303
"disjoint edge"            2.759
"loop free"                     1.262
"blackhole"                0.346


"Round 180"                      "Time (ms)"
"forwarding graph"       13.391
"disjoint edge"            24.31
"loop free"                     1.382
"blackhole"                0.355


"Round 181"                      "Time (ms)"
"forwarding graph"       14.48
"disjoint edge"            3.014
"loop free"                     1.27
"blackhole"                1.361


"Round 182"                      "Time (ms)"
"forwarding graph"       8.746
"disjoint edge"            2.523
"loop free"                     1.173
"blackhole"                0.348


"Round 183"                      "Time (ms)"
"forwarding graph"       8.181
"disjoint edge"            1.382
"loop free"                     0.338
"blackhole"                0.318


"Round 184"                      "Time (ms)"
"forwarding graph"       9.187
"disjoint edge"            2.525
"loop free"                     1.155
"blackhole"                0.317


"Round 185"                      "Time (ms)"
"forwarding graph"       1.316
"disjoint edge"            1.695
"loop free"                     0.733
"blackhole"                0.286


"Round 186"                      "Time (ms)"
"forwarding graph"       9.109
"disjoint edge"            2.516
"loop free"                     0.738
"blackhole"                0.328


"Round 187"                      "Time (ms)"
"forwarding graph"       9.188
"disjoint edge"            2.668
"loop free"                     0.867
"blackhole"                0.372


"Round 188"                      "Time (ms)"
"forwarding graph"       9.774
"disjoint edge"            2.121
"loop free"                     0.954
"blackhole"                0.388


"Round 189"                      "Time (ms)"
"forwarding graph"       1.027
"disjoint edge"            8.946
"loop free"                     0.978
"blackhole"                0.344


"Round 190"                      "Time (ms)"
"forwarding graph"       1.851
"disjoint edge"            1.801
"loop free"                     0.784
"blackhole"                0.334


"Round 191"                      "Time (ms)"
"forwarding graph"       8.872
"disjoint edge"            2.484
"loop free"                     1.176
"blackhole"                0.533


"Round 192"                      "Time (ms)"
"forwarding graph"       9.042
"disjoint edge"            2.499
"loop free"                     0.775
"blackhole"                0.299


"Round 193"                      "Time (ms)"
"forwarding graph"       8.996
"disjoint edge"            2.583
"loop free"                     0.886
"blackhole"                0.324


"Round 194"                      "Time (ms)"
"forwarding graph"       8.968
"disjoint edge"            2.297
"loop free"                     0.794
"blackhole"                0.361


"Round 195"                      "Time (ms)"
"forwarding graph"       1.408
"disjoint edge"            2.059
"loop free"                     1.165
"blackhole"                0.336


"Round 196"                      "Time (ms)"
"forwarding graph"       9.167
"disjoint edge"            2.598
"loop free"                     1.11
"blackhole"                0.424


"Round 197"                      "Time (ms)"
"forwarding graph"       9.853
"disjoint edge"            2.503
"loop free"                     0.807
"blackhole"                0.344


"Round 198"                      "Time (ms)"
"forwarding graph"       9.106
"disjoint edge"            2.488
"loop free"                     0.763
"blackhole"                0.327


"Round 199"                      "Time (ms)"
"forwarding graph"       8.957
"disjoint edge"            2.7
"loop free"                     0.811
"blackhole"                0.396


