"blackhole"                0.326


"Round 209"                      "Time (ms)"
"forwarding graph"       0.646
"disjoint edge"            1.622
"loop free"                     1.172
"blackhole"                0.309


"Round 210"                      "Time (ms)"
"forwarding graph"       0.639
"disjoint edge"            1.629
"loop free"                     1.177
"blackhole"                0.299


"Round 211"                      "Time (ms)"
"forwarding graph"       0.643
"disjoint edge"            1.614
"loop free"                     1.159
"blackhole"                0.298


"Round 212"                      "Time (ms)"
"forwarding graph"       0.642
"disjoint edge"            1.642
"loop free"                     1.419
"blackhole"                0.395


"Round 213"                      "Time (ms)"
"forwarding graph"       0.649
"disjoint edge"            1.712
"loop free"                     1.485
"blackhole"                0.555


"Round 214"                      "Time (ms)"
"forwarding graph"       1.192
"disjoint edge"            3.509
"loop free"                     2.456
"blackhole"                0.525


