"Round 215"                      "Time (ms)"
"forwarding graph"       0.66
"disjoint edge"            1.652
"loop free"                     1.182
"blackhole"                0.307


"Round 216"                      "Time (ms)"
"forwarding graph"       0.643
"disjoint edge"            1.63
"loop free"                     1.175
"blackhole"                0.281


"Round 217"                      "Time (ms)"
"forwarding graph"       0.639
"disjoint edge"            2.057
"loop free"                     1.403
"blackhole"                0.602


"Round 218"                      "Time (ms)"
"forwarding graph"       0.9
"disjoint edge"            2.334
"loop free"                     1.313
"blackhole"                1.432


"Round 219"                      "Time (ms)"
"forwarding graph"       2.379
"disjoint edge"            3.733
"loop free"                     1.767
"blackhole"                0.632


"Round 220"                      "Time (ms)"
"forwarding graph"       1.08
"disjoint edge"            4.966
"loop free"                     2.471
"blackhole"                2.11


"Round 221"                      "Time (ms)"
"forwarding graph"       0.993
"disjoint edge"            3.125
"loop free"                     2.583
"blackhole"                0.908


"Round 222"                      "Time (ms)"
"forwarding graph"       1.334
"disjoint edge"            2.189
"loop free"                     1.183
"blackhole"                0.339


"Round 223"                      "Time (ms)"
"forwarding graph"       0.643
"disjoint edge"            1.627
"loop free"                     1.17
"blackhole"                0.309


"Round 224"                      "Time (ms)"
"forwarding graph"       1.022
"disjoint edge"            1.662
"loop free"                     1.196
"blackhole"                0.333


"Round 225"                      "Time (ms)"
"forwarding graph"       0.643
"disjoint edge"            1.618
"loop free"                     1.771
"blackhole"                0.561


"Round 226"                      "Time (ms)"
"forwarding graph"       0.816
"disjoint edge"            1.76
"loop free"                     1.165
"blackhole"                0.306


"Round 227"                      "Time (ms)"
"forwarding graph"       0.693
"disjoint edge"            1.799
"loop free"                     1.96
"blackhole"                0.464


"Round 228"                      "Time (ms)"
"forwarding graph"       1.118
"disjoint edge"            1.696
"loop free"                     1.188
"blackhole"                0.306


"Round 229"                      "Time (ms)"
"forwarding graph"       0.647
"disjoint edge"            1.679
"loop free"                     1.169
"blackhole"                0.306


"Round 230"                      "Time (ms)"
"forwarding graph"       0.645
"disjoint edge"            1.641
"loop free"                     1.194
"blackhole"                0.302


"Round 231"                      "Time (ms)"
"forwarding graph"       0.648
"disjoint edge"            2.118
"loop free"                     1.423
"blackhole"                0.519


"Round 232"                      "Time (ms)"
"forwarding graph"       0.917
"disjoint edge"            1.722
"loop free"                     1.623
"blackhole"                0.427


"Round 233"                      "Time (ms)"
"forwarding graph"       0.685
"disjoint edge"            2.446
"loop free"                     1.236
"blackhole"                0.426


"Round 234"                      "Time (ms)"
"forwarding graph"       0.798
"disjoint edge"            1.633
"loop free"                     1.182
"blackhole"                0.327


"Round 235"                      "Time (ms)"
"forwarding graph"       0.701
"disjoint edge"            1.865
"loop free"                     2.067
"blackhole"                0.851


"Round 236"                      "Time (ms)"
"forwarding graph"       1.033
"disjoint edge"            1.669
"loop free"                     1.267
"blackhole"                0.316


"Round 237"                      "Time (ms)"
"forwarding graph"       0.641
"disjoint edge"            1.63
"loop free"                     1.292
"blackhole"                0.423


"Round 238"                      "Time (ms)"
"forwarding graph"       0.868
"disjoint edge"            1.925
"loop free"                     1.357
"blackhole"                0.49


"Round 239"                      "Time (ms)"
"forwarding graph"       0.757
"disjoint edge"            1.644
"loop free"                     1.172
"blackhole"                0.317


"Round 240"                      "Time (ms)"
"forwarding graph"       0.657
"disjoint edge"            1.642
"loop free"                     1.189
"blackhole"                0.307


"Round 241"                      "Time (ms)"
"forwarding graph"       0.647
"disjoint edge"            1.975
"loop free"                     1.206
"blackhole"                0.345


"Round 242"                      "Time (ms)"
"forwarding graph"       0.788
"disjoint edge"            1.631
"loop free"                     1.187
"blackhole"                0.313


"Round 243"                      "Time (ms)"
"forwarding graph"       0.644
"disjoint edge"            1.728
"loop free"                     1.412
"blackhole"                0.73


"Round 244"                      "Time (ms)"
"forwarding graph"       1.166
"disjoint edge"            2.656
"loop free"                     2.522
"blackhole"                0.449


"Round 245"                      "Time (ms)"
"forwarding graph"       0.836
"disjoint edge"            1.726
"loop free"                     1.193
"blackhole"                0.429


"Round 246"                      "Time (ms)"
"forwarding graph"       0.701
"disjoint edge"            1.753
"loop free"                     1.193
"blackhole"                0.305


"Round 247"                      "Time (ms)"
"forwarding graph"       0.68
"disjoint edge"            1.628
"loop free"                     1.175
"blackhole"                0.305


"Round 248"                      "Time (ms)"
"forwarding graph"       0.643
"disjoint edge"            1.937
"loop free"                     1.437
"blackhole"                0.499


"Round 249"                      "Time (ms)"
"forwarding graph"       1.02
"disjoint edge"            2.073
"loop free"                     2.232
"blackhole"                0.519


