0	0.577	0.815	0.804
1	0.596	0.84	1.131
2	0.624	1.003	1.199
3	0.628	1.04	1.486
4	0.63	1.045	1.544
5	0.636	1.057	1.569
6	0.639	1.078	1.595
7	0.644	1.111	1.6
8	0.656	1.111	1.621
9	0.666	1.115	1.82
10	0.676	1.128	1.841
11	0.677	1.162	1.866
12	0.678	1.206	1.9
13	0.682	1.208	1.907
14	0.687	1.223	1.919
15	0.69	1.277	1.999
16	0.692	1.278	2.09
17	0.697	1.319	2.199
18	0.7	1.431	2.199
19	0.705	1.444	2.221
20	0.706	1.488	2.231
21	0.708	1.497	2.239
22	0.716	1.534	2.253
23	0.72	1.558	2.286
24	0.734	1.59	2.294
25	0.736	1.617	2.323
26	0.739	1.617	2.352
27	0.741	1.625	2.362
28	0.742	1.663	2.365
29	0.75	1.742	2.37
30	0.751	1.805	2.425
31	0.78	1.809	2.431
32	0.781	1.837	2.437
33	0.792	1.838	2.441
34	0.793	1.861	2.457
35	0.801	1.871	2.462
36	0.805	1.886	2.497
37	0.848	1.92	2.501
38	0.85	1.923	2.505
39	0.869	1.939	2.579
40	0.884	1.968	2.616
41	0.885	1.982	2.798
42	0.887	2.089	2.821
43	0.896	2.096	2.932
44	0.898	2.166	3.227
45	0.906	2.169	3.292
46	0.91	2.212	8.182
47	0.914	2.302	8.2
48	0.915	2.332	8.212
49	0.917	2.363	8.222
50	0.923	2.409	8.239
51	0.924	2.649	8.277
52	0.926	4.512	8.314
53	0.927	4.923	8.343
54	0.929	5.48	8.345
55	0.929	6.263	8.345
56	0.929	6.516	8.351
57	0.93	7.46	8.355
58	0.931	8.063	8.355
59	0.933	8.151	8.385
60	0.934	8.166	8.396
61	0.936	8.179	8.405
62	0.937	8.204	8.408
63	0.937	8.214	8.434
64	0.938	8.216	8.463
65	0.938	8.22	8.469
66	0.94	8.232	8.483
67	0.941	8.237	8.483
68	0.942	8.241	8.52
69	0.942	8.276	8.536
70	0.943	8.287	8.537
71	0.944	8.29	8.553
72	0.944	8.294	8.566
73	0.945	8.301	8.571
74	0.945	8.309	8.572
75	0.945	8.35	8.577
76	0.945	8.351	8.683
77	0.945	8.351	8.748
78	0.945	8.352	8.788
79	0.946	8.374	8.83
80	0.946	8.379	8.841
81	0.947	8.393	8.907
82	0.948	8.403	8.908
83	0.949	8.447	8.918
84	0.949	8.467	8.922
85	0.949	8.505	8.938
86	0.949	8.508	8.946
87	0.95	8.513	8.955
88	0.95	8.513	8.966
89	0.951	8.523	8.967
90	0.951	8.531	9.002
91	0.951	8.535	9.008
92	0.952	8.563	9.028
93	0.953	8.568	9.032
94	0.953	8.577	9.034
95	0.954	8.587	9.05
96	0.955	8.617	9.054
97	0.955	8.617	9.073
98	0.956	8.631	9.073
99	0.956	8.631	9.075
100	0.956	8.632	9.076
101	0.957	8.632	9.076
102	0.957	8.635	9.092
103	0.957	8.637	9.094
104	0.958	8.642	9.095
105	0.958	8.645	9.095
106	0.958	8.654	9.097
107	0.959	8.654	9.098
108	0.959	8.655	9.106
109	0.959	8.655	9.127
110	0.959	8.657	9.128
111	0.959	8.661	9.13
112	0.961	8.666	9.131
113	0.962	8.667	9.134
114	0.963	8.679	9.135
115	0.963	8.679	9.137
116	0.964	8.682	9.138
117	0.964	8.686	9.14
118	0.964	8.686	9.141
119	0.965	8.686	9.145
120	0.965	8.689	9.154
121	0.965	8.692	9.155
122	0.966	8.692	9.171
123	0.966	8.692	9.178
124	0.967	8.697	9.181
125	0.968	8.698	9.181
126	0.968	8.698	9.187
127	0.969	8.698	9.189
128	0.969	8.7	9.191
129	0.97	8.705	9.2
130	0.97	8.705	9.203
131	0.972	8.705	9.204
132	0.972	8.705	9.205
133	0.973	8.71	9.206
134	0.974	8.71	9.213
135	0.974	8.716	9.214
136	0.974	8.717	9.215
137	0.975	8.717	9.219
138	0.975	8.718	9.22
139	0.975	8.719	9.223
140	0.976	8.72	9.224
141	0.976	8.722	9.229
142	0.976	8.722	9.23
143	0.976	8.722	9.23
144	0.976	8.724	9.232
145	0.977	8.725	9.233
146	0.977	8.732	9.235
147	0.977	8.734	9.238
148	0.977	8.734	9.239
149	0.978	8.736	9.239
150	0.978	8.738	9.241
151	0.979	8.738	9.243
152	0.979	8.742	9.245
153	0.979	8.742	9.248
154	0.979	8.743	9.25
155	0.979	8.744	9.254
156	0.979	8.748	9.258
157	0.979	8.748	9.26
158	0.979	8.748	9.273
159	0.98	8.751	9.277
160	0.98	8.753	9.282
161	0.981	8.754	9.282
162	0.981	8.755	9.285
163	0.981	8.758	9.287
164	0.981	8.758	9.292
165	0.981	8.758	9.293
166	0.981	8.76	9.297
167	0.981	8.763	9.31
168	0.981	8.765	9.311
169	0.983	8.765	9.312
170	0.983	8.765	9.314
171	0.984	8.766	9.316
172	0.984	8.767	9.317
173	0.985	8.767	9.319
174	0.986	8.768	9.32
175	0.986	8.77	9.321
176	0.986	8.771	9.324
177	0.986	8.777	9.324
178	0.987	8.779	9.329
179	0.988	8.78	9.33
180	0.988	8.782	9.331
181	0.988	8.782	9.333
182	0.988	8.783	9.334
183	0.988	8.783	9.334
184	0.989	8.786	9.338
185	0.989	8.787	9.338
186	0.989	8.788	9.34
187	0.989	8.788	9.342
188	0.989	8.788	9.349
189	0.99	8.789	9.352
190	0.99	8.796	9.352
191	0.991	8.8	9.353
192	0.991	8.801	9.353
193	0.991	8.802	9.353
194	0.991	8.803	9.354
195	0.992	8.803	9.355
196	0.993	8.805	9.356
197	0.994	8.815	9.356
198	0.994	8.817	9.358
199	0.994	8.819	9.358
200	0.994	8.819	9.359
201	0.995	8.82	9.36
202	0.995	8.82	9.369
203	0.995	8.822	9.376
204	0.995	8.825	9.377
205	0.995	8.826	9.377
206	0.996	8.828	9.377
207	0.996	8.832	9.382
208	0.996	8.833	9.383
209	0.996	8.838	9.386
