"forwarding graph"       1.203
"disjoint edge"            1.7
"loop freedom"                     1.198
"blackhole"                0.355


"Round 86"                      "Time (ms)"
"forwarding graph"       0.678
"disjoint edge"            1.776
"loop freedom"                     1.214
"blackhole"                0.311


"Round 87"                      "Time (ms)"
"forwarding graph"       0.674
"disjoint edge"            1.67
"loop freedom"                     1.183
"blackhole"                0.295


"Round 88"                      "Time (ms)"
"forwarding graph"       0.671
"disjoint edge"            1.658
"loop freedom"                     1.201
"blackhole"                0.296


"Round 89"                      "Time (ms)"
"forwarding graph"       0.671
"disjoint edge"            1.738
"loop freedom"                     1.379
"blackhole"                0.56


"Round 90"                      "Time (ms)"
"forwarding graph"       1.086
"disjoint edge"            1.892
"loop freedom"                     1.164
"blackhole"                0.29


"Round 91"                      "Time (ms)"
"forwarding graph"       0.741
"disjoint edge"            1.715
"loop freedom"                     1.207
"blackhole"                0.308


"Round 92"                      "Time (ms)"
"forwarding graph"       0.676
"disjoint edge"            1.666
"loop freedom"                     1.226
"blackhole"                0.41


"Round 93"                      "Time (ms)"
"forwarding graph"       1.523
"disjoint edge"            2.792
"loop freedom"                     1.853
"blackhole"                0.423


"Round 94"                      "Time (ms)"
"forwarding graph"       1.238
"disjoint edge"            1.733
"loop freedom"                     1.226
"blackhole"                0.305


"Round 95"                      "Time (ms)"
"forwarding graph"       0.667
"disjoint edge"            1.796
"loop freedom"                     1.429
"blackhole"                0.42


"Round 96"                      "Time (ms)"
"forwarding graph"       0.833
"disjoint edge"            1.966
"loop freedom"                     1.456
"blackhole"                0.437


"Round 97"                      "Time (ms)"
"forwarding graph"       1.179
"disjoint edge"            3.075
"loop freedom"                     1.24
"blackhole"                0.295


"Round 98"                      "Time (ms)"
"forwarding graph"       0.677
"disjoint edge"            1.688
"loop freedom"                     1.245
"blackhole"                0.833


"Round 99"                      "Time (ms)"
"forwarding graph"       0.906
"disjoint edge"            1.695
"loop freedom"                     1.224
"blackhole"                0.384


